variable,var_fqn,var_index,sample_size,mean,var,sd,rhat,ess_bulk,ess_tail,mcse_mean,mcse_sd,q_0.05,q_0.5,q_0.95,hdi_low,hdi_high,age_std,model,job,run,fold,a,b,nparam,trafo_target_slope
scale,scale[10],"(10,)",40000,0.4575255707335823,6.55916620961969e-5,0.00809886795152241,1.000566793949166,5900.2859765097655,8544.623265488455,1.0555217339098e-4,6.118381894401705e-5,0.4444075354049769,0.457335909072572,0.4711440306632866,0.4439930787078575,0.47064059928715374,-1.1577815205014386,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[11],"(11,)",40000,0.457571252650511,6.886972214561325e-5,0.00829877835260186,1.0006906607724495,5792.640251666661,8376.610226322966,1.0919732455141e-4,6.244736197088341e-5,0.4443274186970726,0.4573782142008215,0.47159664077009306,0.44365668608490727,0.4708728716197562,-1.136212350258767,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[12],"(12,)",40000,0.457884371557105,7.253708597747397e-5,0.00851687066811948,1.000570248961533,5680.707966645054,8673.324204587841,1.132138085584e-4,6.419494301091462e-5,0.4443300018920951,0.4577105419108552,0.4723570132061455,0.444048737644838,0.47194994664196743,-1.1146431800160963,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[13],"(13,)",40000,0.45843154307423856,7.726114394587465e-5,0.00878983184969284,1.0004905365686154,5567.77737018772,8830.746762809986,1.1804555745305e-4,6.718370353220668e-5,0.4443972128588247,0.4582252374744192,0.47337738007228447,0.44413558136355713,0.4730703694711115,-1.093074009773425,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[14],"(14,)",40000,0.45917917961122456,8.331886542153758e-5,0.00912791681718986,1.0004413616326795,5409.0113793356295,8437.7493598239,1.2446648206154e-4,7.081073318757692e-5,0.4445003709873539,0.4589548933368157,0.47457674022292545,0.4444020765676938,0.47445265617042615,-1.071504839530754,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[15],"(15,)",40000,0.4600932326068952,9.050411673142144e-5,0.00951336516335946,1.0004309355301444,5248.155427864691,8784.08706884294,1.3160349322684e-4,7.508361650639875e-5,0.4447555772328323,0.4598970841538408,0.4759916082386572,0.4440822476280236,0.47529037000777546,-1.0499356692880828,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[16],"(16,)",40000,0.4611391042492487,9.816355058446516e-5,0.00990775204496283,1.000408767281223,5168.696848465493,8661.249622530408,1.380974554975e-4,7.93742360094018e-5,0.4452507644048764,0.4609644238673256,0.477704084231101,0.4449768685642681,0.477385093445041,-1.0283664990454118,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[17],"(17,)",40000,0.4622817325654699,1.0536961885918e-4,0.01026497047531959,1.000396736747396,5144.510025460195,8660.487873322216,1.4335601877223e-4,8.290240917573759e-5,0.44584225033550423,0.4620855788616155,0.4794006270116264,0.44589064118186456,0.47941959283711655,-1.0067973288027408,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[18],"(18,)",40000,0.4634880707484539,1.1128224745169e-4,0.01054904011992048,1.0003646447761871,5176.385538676081,8500.388875193497,1.4681700101381e-4,8.526497112708062e-5,0.4465181894549253,0.4632591452551412,0.4810435158697465,0.4458573943695808,0.48026670649311937,-0.9852281585600694,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[19],"(19,)",40000,0.4647606057378871,1.1615145005536e-4,0.01077735821318766,1.0003611528608751,5265.361378432903,8527.653607879154,1.4865797449613e-4,8.656880587252565e-5,0.4474202243074584,0.4646835636465731,0.48268827849786866,0.4470321420971536,0.48218688534977255,-0.9636589883173984,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[20],"(20,)",40000,0.46613067701566113,1.2110935274119e-4,0.01100496945662255,1.0003765114102408,5399.387341291889,8854.85859668243,1.4980664133196e-4,8.740536831755435e-5,0.44827706588895216,0.4660545204499449,0.4844425847248589,0.4481131793985639,0.4841453079693712,-0.9420898180747272,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[21],"(21,)",40000,0.46763074508789304,1.2724339491696e-4,0.01128022140372099,1.000409863804236,5553.510959583378,9097.999522640695,1.5127733563039e-4,8.837223616260992e-5,0.4492108734826031,0.4674570199802537,0.48647229277831816,0.449304312288731,0.4865319805362431,-0.920520647832056,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[22],"(22,)",40000,0.4692933387488103,1.3526792984213e-4,0.01163047418818919,1.000452915121085,5696.121231505028,9122.097684059963,1.5406724417855e-4,8.989343745114797e-5,0.4502527861601343,0.46912570288819344,0.4887501143368587,0.4497800969255557,0.4881875927520074,-0.8989514775893849,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[23],"(23,)",40000,0.4711509596380947,1.4534049789228e-4,0.012055724693783,1.0005032187437068,5811.80737958044,9482.86837396895,1.5813948521527e-4,9.199573551290585e-5,0.45138430865844,0.4709942220410306,0.4909963887229558,0.45131555526723893,0.490912677107,-0.8773823073467137,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[24],"(24,)",40000,0.4732361513742917,1.5700817546756e-4,0.01253029031856677,1.0005483694118962,5887.303333014767,9056.795051101411,1.6330821843048e-4,9.402576353995368e-5,0.45252028682154455,0.47313921781334134,0.49383866065617593,0.4522706225618706,0.49352355504823153,-0.8558131371040427,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[25],"(25,)",40000,0.4755817354858427,1.6928562802726e-4,0.01301098105552638,1.0005896733156576,5885.870148928458,9010.946615626945,1.6950891580493e-4,9.587001346052552e-5,0.45418038750981377,0.47556904634421254,0.4971244638978874,0.45447118429316,0.497332989089478,-0.8342439668613716,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[26],"(26,)",40000,0.4782212182845869,1.8086968321645e-4,0.01344877998988958,1.0006170956203582,5912.966796006864,8841.618970684165,1.749853159841e-4,9.7662541129598e-5,0.4561198396640396,0.47822764561263,0.5005416201717087,0.4560385769346464,0.5004228939171156,-0.8126747966187005,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[27],"(27,)",40000,0.48118659828452853,1.9063858377633e-4,0.01380719318965082,1.0006271469618817,5985.088527733536,9164.943918434774,1.7852101823931e-4,9.925632462110204e-5,0.4585025787569019,0.48117044466265313,0.5042518205782586,0.4582822134914093,0.5039328014778361,-0.7911056263760293,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[28],"(28,)",40000,0.4844911464063057,1.9890124646473e-4,0.01410323531905838,1.0006228619855588,6022.74963095437,9348.114916197688,1.8175860309533e-4,1.0049050297106e-4,0.4613111486692511,0.48450019970230807,0.5080792114533178,0.461010832242366,0.5077500676139819,-0.7695364561333582,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[29],"(29,)",40000,0.4881401122988218,2.0669898761862e-4,0.01437702986081026,1.0005899405902008,6065.539821518038,9225.822038478558,1.8460536310643e-4,1.0160663960287e-4,0.4644702426359023,0.4881309762976901,0.5121292068253355,0.4647852859569428,0.5123965033432535,-0.7479672858906868,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[30],"(30,)",40000,0.4921392325652247,2.149690863042e-4,0.01466182411244258,1.0005436977589153,6132.194615393434,10188.471468433729,1.870676183226e-4,1.0282740173848e-4,0.4681380114435939,0.49210781063617626,0.5164776633132768,0.46868313674071854,0.5169964423133819,-0.7263981156480159,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[31],"(31,)",40000,0.4964944824935761,2.2425414139359e-4,0.01497511740834098,1.000515560648483,6262.244968122817,10400.038384967487,1.8901421010052e-4,1.0427615723383e-4,0.4720931326891038,0.49634649975062345,0.5212682780722063,0.47196153521085427,0.521062453621596,-0.7048289454053447,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[32],"(32,)",40000,0.5012119268757368,2.345340834337e-4,0.0153145056542386,1.0004113167672637,6474.884364530642,10548.686884570516,1.9012625503835e-4,1.0606415038295e-4,0.4762598298075952,0.500990085614936,0.5264262968210756,0.47605963402672874,0.5261883319376831,-0.6832597751626736,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[33],"(33,)",40000,0.5062977170242657,2.4518874781286e-4,0.01565850400941483,1.0004330482195922,6803.18541198178,10371.98555282771,1.8957805606329e-4,1.0789414563558e-4,0.48084258320736234,0.5061406853267598,0.5322607053124547,0.48190212159363566,0.5331869649062533,-0.6616906049200024,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[34],"(34,)",40000,0.5117582431861035,2.5510816928662e-4,0.01597210597531294,1.0003358714054793,7259.153839753324,10483.022171713956,1.8717091777074e-4,1.0944507515144e-4,0.4859901057854515,0.5116609236520171,0.5381626617847688,0.48609614666828976,0.5382116111353449,-0.6401214346773313,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[35],"(35,)",40000,0.5176004551037601,2.6297613711896e-4,0.01621653899939717,1.0002536775340738,7721.985482311116,10970.578884651088,1.8412842653531e-4,1.1032157291655e-4,0.4914660257448801,0.5174448912431777,0.5446221550940918,0.49158344039532065,0.5447070790544393,-0.6185522644346602,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[36],"(36,)",40000,0.5238226976640733,2.6812385839108e-4,0.01637448803447251,1.0001599010549251,8149.670240781417,11457.1829604193,1.8098319147241e-4,1.1030668534107e-4,0.49748558241599217,0.5235680906424879,0.5512002661637492,0.49655978420017216,0.5499527141620737,-0.596983094191989,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[37],"(37,)",40000,0.5303873279145412,2.7193054101676e-4,0.01649031658327891,1.0000974518539651,8552.385152440049,12321.396476525895,1.7796244023447e-4,1.0994824854017e-4,0.5041190551475602,0.5300838862876665,0.5579463349045706,0.5036554502111272,0.5573572050583351,-0.5754139239493179,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[38],"(38,)",40000,0.5372463168858602,2.7641937152261e-4,0.01662586453459244,1.0000907674006128,8818.130799839017,13303.504066004962,1.7679084229738e-4,1.0986953303679e-4,0.5106994647319957,0.5368615181754658,0.5650745050823291,0.50994435166735,0.5641269066512199,-0.5538447537066467,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[39],"(39,)",40000,0.5443487410045283,2.8338541086327e-4,0.01683405509267681,1.0000777322446075,8937.347747998941,13114.329621107883,1.7787254521024e-4,1.106902035868e-4,0.5174915482059157,0.5439799557419179,0.5727745292507388,0.5171524476922357,0.5723817977025187,-0.5322755834639756,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[40],"(40,)",40000,0.5516401061912453,2.9395103601782e-4,0.01714500032131303,1.0000626419408871,8880.478497254388,12925.708218268594,1.8185401138104e-4,1.1273197340445e-4,0.5243495541971598,0.551351813215976,0.5806356065914445,0.5237069426455097,0.5798801986343866,-0.5107064132213044,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[41],"(41,)",40000,0.5590618845868984,3.0825471618153e-4,0.0175571841757593,1.0001370980072992,8661.509781976321,12655.018363204925,1.8879732820524e-4,1.1616187728545e-4,0.5310446238521326,0.5586063892378899,0.5888886836496061,0.530297546406781,0.5878711940034905,-0.4891372429786335,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[42],"(42,)",40000,0.5665512892475986,3.2531407125893e-4,0.01803646504332077,1.0002367782593466,8320.554780742257,12077.611398958925,1.9823032164145e-4,1.2069237480671e-4,0.5380501617873821,0.5660494927702213,0.5972479599682909,0.5366061531444366,0.5954943635664698,-0.4675680727359622,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[43],"(43,)",40000,0.5740413157914316,3.4311453205826e-4,0.01852335099430634,1.0003467430229402,7944.507990604704,11635.035329090308,2.0891049370119e-4,1.2563080412332e-4,0.5449084422473102,0.5732786248924502,0.6055358136449644,0.5437631670517387,0.6039888305834092,-0.4459989024932912,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[44],"(44,)",40000,0.5814612161691334,3.5898745026259e-4,0.0189469641436985,1.0004528108416393,7554.435485669622,10889.088912587187,2.1964579569926e-4,1.2997225125634e-4,0.551658688044773,0.5806743932112606,0.6139421266876091,0.5491582941051405,0.6109747004585159,-0.4244297322506199,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[45],"(45,)",40000,0.5887557173101611,3.7120219126513e-4,0.01926660819306639,1.0005507552520998,7203.07020058805,10144.778728507168,2.2914476196086e-4,1.3363398710536e-4,0.5584072888027037,0.587918187573453,0.6218875906084391,0.5556209452166333,0.6184611383682127,-0.4028605620079488,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[46],"(46,)",40000,0.5959057588764081,3.8052308705684e-4,0.01950700097546641,1.0006405513258376,6901.929195851023,10092.33329799436,2.3725279720811e-4,1.3660328781757e-4,0.5653457435405899,0.5950253471059749,0.6294113492571921,0.5633178066464555,0.6268875991960534,-0.3812913917652777,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[47],"(47,)",40000,0.6028966223718177,3.8834952245819e-4,0.01970658576360176,1.0007121789025262,6665.281738748015,10202.230225147798,2.4403395867774e-4,1.3926557938377e-4,0.5721713555959249,0.6018800118688874,0.6367361399627804,0.5702475660725064,0.6343053283251607,-0.3597222215226066,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[48],"(48,)",40000,0.6097130725684242,3.9589270784652e-4,0.01989705274271857,1.00076322877219,6484.354360414163,10158.656003843247,2.4974746649122e-4,1.4202987115415e-4,0.5788494274333131,0.608634053003327,0.6439227791023554,0.5774710900129926,0.641894723794417,-0.33815305127993545,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[49],"(49,)",40000,0.6163390332536732,4.0370330656619e-4,0.02009236936168045,1.0007846108315368,6353.311345161281,9931.838673940512,2.5462991058107e-4,1.4507855317992e-4,0.5853064664364722,0.6152520408502946,0.650931655034387,0.5833825560853952,0.6483870535358718,-0.3165838810372643,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[50],"(50,)",40000,0.6227574408015734,4.113928368382e-4,0.02028282122482482,1.000783488582491,6271.488340584096,10159.3421490378,2.5841044511073e-4,1.4808862914068e-4,0.5915440625758503,0.6215509906001977,0.6577107242389322,0.5896458857509631,0.6553034916547797,-0.2950147107945932,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[51],"(51,)",40000,0.6289502920869188,4.1758923135514e-4,0.02043500015549656,1.0007614455706604,6230.108957598369,10384.481150815936,2.6094466781657e-4,1.5056036990528e-4,0.5977435659568906,0.6278644072082127,0.664376865618204,0.5956940150958437,0.6620092722316483,-0.27344554055192194,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[52],"(52,)",40000,0.634898901220828,4.2016327084861e-4,0.02049788454569445,1.0007243042658982,6208.595379580268,10347.477579126942,2.621777081166e-4,1.5195249831756e-4,0.6033850361059285,0.633821198370222,0.6704283515805832,0.6014685217652698,0.6680752551673441,-0.251876370309251,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[53],"(53,)",40000,0.6405851804924685,4.1680925543708e-4,0.02041590692173829,1.0006721890656998,6164.939344007625,10176.82502566495,2.6187193660287e-4,1.5168079628576e-4,0.6091346323512005,0.6395843634533858,0.6759464603442751,0.6067699962620848,0.6730786726885506,-0.23030720006657968,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[54],"(54,)",40000,0.646014674820187,4.0725523661166e-4,0.02018056581495328,1.0006162982674092,6140.318756424399,10075.647276926606,2.5863741867484e-4,1.4980866817663e-4,0.6148402076667322,0.6450242577651698,0.6808003011544286,0.6126792952016219,0.678239204426067,-0.2087380298239087,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[55],"(55,)",40000,0.6512205054808202,3.9371176851972e-4,0.01984217146684607,1.0005555198616083,6153.189629823499,10416.884149000758,2.5358193258584e-4,1.4701071065305e-4,0.6206783003508493,0.6502745648484229,0.6855790220092617,0.6191843849936557,0.6837477843437036,-0.18716885958123744,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[56],"(56,)",40000,0.656238753408903,3.7864531046786e-4,0.01945881061287825,1.0004991292068726,6189.079618509495,10601.219876760106,2.4781686080001e-4,1.439645550161e-4,0.6261998555109354,0.6553659761744609,0.6898735891553981,0.6249681118140331,0.6881547016217431,-0.1655996893385663,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[57],"(57,)",40000,0.6611064758916084,3.6400641192519e-4,0.0190789520656977,1.000445282800123,6262.088759559603,10775.095962490524,2.4192263018174e-4,1.4127023088424e-4,0.6314587084036505,0.6602617171614966,0.6941855137534318,0.6304090818674865,0.6926222971019663,-0.14403051909589518,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[58],"(58,)",40000,0.6658612870201058,3.5077343901184e-4,0.01872894655371314,1.0004019289116337,6315.758870317231,10396.535805280906,2.3665578494874e-4,1.3901432956994e-4,0.6365867774334834,0.6650952150775002,0.6980810127869216,0.6353537611549332,0.6966668232608813,-0.12246134885322406,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[59],"(59,)",40000,0.6705411561528655,3.3875177731044e-4,0.01840521060217585,1.0003721868896722,6349.915751681283,10726.477432977084,2.3183729209193e-4,1.3689374425015e-4,0.641602964466104,0.6698568538220002,0.7018337857850764,0.6412697410750613,0.7013150699328417,-0.10089217861055293,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[60],"(60,)",40000,0.6751844342361785,3.2664909147611e-4,0.01807343607275929,1.0003481510791996,6413.06388635611,10554.33629106948,2.2670766083363e-4,1.3439540562319e-4,0.6466590392175484,0.6743902849911905,0.7058276670595474,0.6446467996423033,0.7033354971683475,-0.07932300836788181,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[61],"(61,)",40000,0.6798301168366198,3.1244572083226e-4,0.01767613421628903,1.0003399672986022,6472.046143576762,10427.113011418583,2.2054726331666e-4,1.3080922961244e-4,0.6518228899734824,0.6791109509488582,0.7097153489880765,0.6500452528478494,0.7076190799430714,-0.05775383812521068,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[62],"(62,)",40000,0.6845157321105189,2.9423163557984e-4,0.01715318150023048,1.0003041766446152,6534.306131385673,10420.760842533671,2.1298007377152e-4,1.2545464312903e-4,0.6571362502515817,0.6838770835775559,0.7133941069560478,0.6559151571359575,0.7118163120721013,-0.0361846678825394,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[63],"(63,)",40000,0.6892505662165549,2.7263104642261e-4,0.01651154282381309,1.0003476330820853,6602.820073010859,10814.512587726247,2.0389776416277e-4,1.1846842273679e-4,0.6629958241598031,0.6886733516535382,0.7170188647955617,0.6620480231198661,0.7158693721110497,-0.01461549763986843,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[64],"(64,)",40000,0.6940256342174169,2.5022974911681e-4,0.01581865193740661,1.0004059919684591,6702.05839282308,11128.862756044176,1.9365726492803e-4,1.1071541286314e-4,0.6686684035169943,0.693601636513477,0.720613456746291,0.6684701245358903,0.7203378482229066,0.00695367260280283,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[65],"(65,)",40000,0.6988313398281093,2.2971171213547e-4,0.01515624333848833,1.0003492262504652,6919.481498206654,11583.527261090388,1.8251414394006e-4,1.0334074281272e-4,0.6741740155548599,0.6983793485124081,0.7242285040521468,0.6735357115306093,0.7234626152939359,0.02852284284547381,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[66],"(66,)",40000,0.703657255540925,2.1312525017913e-4,0.01459880988913613,1.0003710489948872,7221.755959156345,11498.823341692818,1.7206018979653e-4,9.71129665431042e-5,0.6799851292315149,0.7032238190318482,0.7280930203728526,0.6800315302989933,0.7281255132081823,0.05009201308814508,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[67],"(67,)",40000,0.7084918022088351,2.0141037115583e-4,0.01419191217404591,1.000241301002943,7559.226353355326,12578.169070691722,1.6348626407361e-4,9.262554872845712e-5,0.6853507898827544,0.7082229134080719,0.7321506267061572,0.6839940957468323,0.7307180923321008,0.07166118333081621,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[68],"(68,)",40000,0.7133221360625066,1.9419889430795e-4,0.01393552633767229,1.0002300134824311,7937.853507461793,13005.948695815388,1.5660012089752e-4,9.002194677456432e-5,0.6905431324158635,0.7130291403216638,0.7367693392651622,0.6895011608175889,0.7355595123015239,0.09323035357348732,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[69],"(69,)",40000,0.7181342546869064,1.899195317262e-4,0.01378112955189828,1.0004099629668697,8361.20636828463,12893.073292531424,1.5092588146316e-4,8.881191970100324e-5,0.695541321638683,0.717838938020686,0.7411712487232828,0.6946123484050414,0.7401880762708912,0.11479952381615846,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[70],"(70,)",40000,0.7229133335870366,1.862419100865e-4,0.01364704766923987,1.000314853456946,8786.707538561732,13506.226388100633,1.4578918369938e-4,8.795389509657575e-5,0.7006441278490689,0.7226357665695835,0.7455888176064187,0.7001022201587893,0.7449798615272052,0.1363686940588296,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[71],"(71,)",40000,0.7276518467079146,1.8118377034687e-4,0.01346045208553093,1.000308558547209,9197.97739611958,12935.235012946743,1.4040729009984e-4,8.672192581395451e-5,0.7057985872978293,0.7273557170716414,0.7500310886417274,0.7056166300484741,0.7497923157783664,0.1579378643015007,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[72],"(72,)",40000,0.7323849947918135,1.7533242388015e-4,0.01324131503590785,1.0002578694071866,9440.320298653174,13595.884595937718,1.3636544527269e-4,8.487778137788638e-5,0.71081173191085,0.7321250193545734,0.7544795384000594,0.7106609901208913,0.754267324727642,0.17950703454417183,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[73],"(73,)",40000,0.7371640525326929,1.7056682988282e-4,0.01306012365495924,1.0001934758401898,9594.073625607456,13963.507257229743,1.3339598689684e-4,8.270520943644548e-5,0.7158910707481888,0.7369089127606815,0.7589738330499805,0.7153763196182403,0.7583686054872698,0.2010762047868431,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
scale,scale[74],"(74,)",40000,0.7420415151040757,1.6865187214135e-4,0.01298660356449504,1.000213462941379,9616.106960505444,13546.701429605797,1.3243572070611e-4,8.111182460668003e-5,0.7209787071049599,0.7417630628667053,0.763666382228169,0.7208332510051512,0.7635048401777556,0.2226453750295141,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
